employee_id,leave_type,start,end,expected,source,outcome,breached,pass
SYN007039,ANNUAL,2026-10-09,2026-10-19,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|COV-001|COV-003|COV-002,false
SYN005729,ANNUAL,2026-10-09,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004239,PROF_DEV,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN008277,PROF_DEV,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003|NOT-004,true
SYN001462,PROF_DEV,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN007700,PROF_DEV,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003|NOT-004,true
SYN004137,TOIL,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004808,TOIL,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN000922,LONG_SERVICE,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN002828,PROF_DEV,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003|NOT-004,true
SYN006780,PROF_DEV,2026-10-09,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004|COV-002,true
SYN002710,ANNUAL,2026-10-09,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN002676,LONG_SERVICE,2026-10-09,2026-10-26,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN007112,ANNUAL,2026-10-09,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005084,ANNUAL,2026-10-10,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008636,ANNUAL,2026-10-10,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN009038,ADO,2026-10-10,2026-10-10,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN002985,ANNUAL,2026-10-10,2026-10-10,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008008,ANNUAL,2026-10-10,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006806,ANNUAL,2026-10-10,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN002908,ANNUAL,2026-10-10,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006259,PROF_DEV,2026-10-10,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001|NOT-004,true
SYN008251,ANNUAL,2026-10-10,2026-10-31,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN002288,LONG_SERVICE,2026-10-10,2026-10-14,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002,true
SYN001325,ANNUAL,2026-10-10,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006108,ANNUAL,2026-10-10,2026-10-24,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN007338,ANNUAL,2026-10-10,2026-10-10,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008812,LONG_SERVICE,2026-10-10,2026-10-10,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN009429,ANNUAL,2026-10-10,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN009275,PROF_DEV,2026-10-10,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN003197,PROF_DEV,2026-10-10,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN004218,ANNUAL,2026-10-11,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001,true
SYN004641,TOIL,2026-10-11,2026-10-17,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN000889,TOIL,2026-10-11,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005480,ANNUAL,2026-10-11,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN002738,ANNUAL,2026-10-11,2026-11-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN009235,PROF_DEV,2026-10-11,2026-10-19,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-004,true
SYN000703,ANNUAL,2026-10-11,2026-10-17,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005946,ANNUAL,2026-10-11,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006515,ANNUAL,2026-10-11,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,COV-001,true
SYN008706,ANNUAL,2026-10-11,2026-10-20,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-002|BAL-001,true
SYN000347,ANNUAL,2026-10-11,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN001468,ANNUAL,2026-10-11,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN009167,ANNUAL,2026-10-11,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003510,ANNUAL,2026-10-11,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001648,ANNUAL,2026-10-11,2026-11-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN000989,TOIL,2026-10-11,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001,true
SYN007573,ANNUAL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005003,LONG_SERVICE,2026-10-12,2026-11-22,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN002666,ANNUAL,2026-10-12,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001,true
SYN005480,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001245,ANNUAL,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN002964,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN007389,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-002|BAL-003,true
SYN000406,ANNUAL,2026-10-12,2026-11-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007041,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004777,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003274,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-001|BAL-001,true
SYN004119,ANNUAL,2026-10-12,2026-12-06,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN004188,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008213,PROF_DEV,2026-10-12,2026-10-14,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN007502,ANNUAL,2026-10-12,2026-10-14,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006265,ANNUAL,2026-10-12,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|COV-001|COV-002,false
SYN005835,PROF_DEV,2026-10-12,2026-10-17,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004|COV-001,true
SYN000110,ANNUAL,2026-10-12,2026-10-30,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004064,LONG_SERVICE,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002,true
SYN004657,LONG_SERVICE,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN000960,LONG_SERVICE,2026-10-12,2026-10-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN006440,TOIL,2026-10-12,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN000089,PROF_DEV,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN009535,ANNUAL,2026-10-12,2026-10-14,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007688,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005545,ANNUAL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007834,TOIL,2026-10-12,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN009152,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN000387,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001898,TOIL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004292,ADO,2026-10-12,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,REQ-004|BAL-003,true
SYN007667,ANNUAL,2026-10-12,2026-10-23,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,COV-001,true
SYN000479,ANNUAL,2026-10-12,2026-10-14,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001,true
SYN005975,TOIL,2026-10-12,2026-10-14,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN002854,ANNUAL,2026-10-12,2026-10-23,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003699,ANNUAL,2026-10-12,2026-10-23,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,COV-001,true
SYN007936,ANNUAL,2026-10-12,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003541,ANNUAL,2026-10-12,2026-10-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN007156,ANNUAL,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005712,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN001901,LONG_SERVICE,2026-10-12,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002,true
SYN006703,ANNUAL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001496,ANNUAL,2026-10-12,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004270,LONG_SERVICE,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN005650,PROF_DEV,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN005133,ANNUAL,2026-10-12,2026-11-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN001864,ANNUAL,2026-10-12,2026-10-19,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN008700,ANNUAL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007544,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008525,ANNUAL,2026-10-12,2026-10-14,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN002748,ADO,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN001402,ANNUAL,2026-10-12,2026-10-30,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008791,ANNUAL,2026-10-12,2026-10-22,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,COV-001,true
SYN000512,ANNUAL,2026-10-12,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003505,LONG_SERVICE,2026-10-12,2027-04-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-003|NOT-002|COV-001,false
SYN006160,LONG_SERVICE,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002,true
SYN004481,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003120,ANNUAL,2026-10-12,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN001262,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN000107,ANNUAL,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN003134,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN003258,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006894,ANNUAL,2026-10-12,2026-11-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN000520,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007536,TOIL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006004,LONG_SERVICE,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN006479,TOIL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004761,ANNUAL,2026-10-12,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007817,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN004416,ADO,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,REQ-004|ELG-001,true
SYN006848,ANNUAL,2026-10-12,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008657,PROF_DEV,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN002401,LONG_SERVICE,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002,true
SYN000019,LONG_SERVICE,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-001|ELG-003|BAL-001|NOT-002,true
SYN009512,ANNUAL,2026-10-12,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003677,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|COV-001,false
SYN006843,TOIL,2026-10-12,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003455,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006594,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN005218,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN002739,TOIL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,COV-001,true
SYN000569,ANNUAL,2026-10-12,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001468,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003781,TOIL,2026-10-12,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN009353,LONG_SERVICE,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN009416,ANNUAL,2026-10-12,2026-11-03,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,COV-001,false
SYN007104,ANNUAL,2026-10-12,2026-10-22,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006630,ANNUAL,2026-10-12,2026-11-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006652,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN000183,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005317,TOIL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN008331,ADO,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,REQ-004,true
SYN002474,ANNUAL,2026-10-12,2026-11-21,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|COV-001|COV-002,false
SYN007043,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN008612,ANNUAL,2026-10-12,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN000532,ANNUAL,2026-10-12,2026-11-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001206,ANNUAL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005213,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008782,ANNUAL,2026-10-12,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN003203,ANNUAL,2026-10-12,2026-11-03,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005857,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-002|BAL-003,true
SYN002339,ADO,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,REQ-004|BAL-003,true
SYN004154,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN001130,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN008178,ANNUAL,2026-10-12,2026-10-23,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN009387,ANNUAL,2026-10-12,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006065,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001|BAL-003,true
SYN009277,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005046,PROF_DEV,2026-10-12,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN008001,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007522,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN001283,PROF_DEV,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-004,true
SYN002557,TOIL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,COV-002,true
SYN001063,ADO,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,REQ-004,true
SYN002378,PROF_DEV,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-004,true
SYN001315,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006996,PROF_DEV,2026-10-12,2026-10-19,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN007509,TOIL,2026-10-12,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007011,ANNUAL,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN009155,LONG_SERVICE,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN001977,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008484,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN003535,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN008818,PROF_DEV,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN007973,ANNUAL,2026-10-12,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN003561,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN009098,ANNUAL,2026-10-12,2026-10-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN006876,ANNUAL,2026-10-12,2026-11-06,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN005365,PROF_DEV,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN009392,LONG_SERVICE,2026-10-12,2026-12-06,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-001|ELG-003|BAL-001|NOT-002|COV-001,false
SYN004526,ANNUAL,2026-10-12,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006755,LONG_SERVICE,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN004708,TOIL,2026-10-12,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001,true
SYN006937,ANNUAL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN006416,LONG_SERVICE,2026-10-12,2026-12-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002|COV-001|COV-003|COV-002,false
SYN008880,PROF_DEV,2026-10-12,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN009424,TOIL,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001785,LONG_SERVICE,2026-10-12,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002,true
