employee_id,leave_record_type,leave_status_name,leave_type_code,leave_type_name,leave_reason_name,leave_start_date,leave_end_date,leave_hours,calendar_days,quality_flag,leave_family,rostered_shifts_in_leave,rostered_hours_in_leave,unit_of_shifts,shift_categories,position_name,rate_grouping,role_class,occupational_group,employee_overall_job_type,agreement_family,contract_hours,fte,terms_of_employment_description,position_entry_end_date,primary_roster_unit,roster_window_start,roster_window_end,al_remaining_hours,al_booked_hours,al_excess_flag,starts_inside_roster_window,lead_days_from_2026_09_19,contract_ends_before_leave_ends
SYN003279,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-12-04,2026-12-05,8.0,2,OK,PROF_DEV_STUDY,0,,,,Physiotherapist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,15.2,0.2,HSUWA PACTS IND AGMT,,SU0444,2026-06-29,2026-10-30,,,,false,76,
SYN001897,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-12-04,2026-12-04,5.0,1,OK,LONG_SERVICE,0,,,,Technical Clinician,HSU GEN DIV L8,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0383,2026-07-13,2026-10-16,156.955996,0.0,0,false,76,
SYN000534,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,76.0,1.0,ANF-RN MIDWIFE ENROLD MNTL HLTH NRSE AGMT,2030-02-13,SU0460,2026-05-26,2026-09-11,148.4144,0.0,0,false,76,false
SYN005088,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,7.5,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",,SU0373,2026-05-18,2026-09-17,169.499442,106.732553,0,false,76,
SYN009533,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-07,10.0,4,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",2026-11-23,SU0329,2026-05-25,2026-09-04,44.345799,0.0,0,false,76,true
SYN007383,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-04,2026-12-04,10.0,1,OK,ANNUAL,0,,,,Pharmacist,HSU GEN DIV L4,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,,SU0376,2026-07-02,2026-10-30,224.053865,86.081532,0,false,76,
SYN004223,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,7.6,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Surgery Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,48.0,0.6,MED PRAC (SNR FT) IND AGR,,SU0324,2026-05-25,2026-09-25,34.6188,0.0,1,false,76,
SYN007421,Booked Leave,Future,PB,PDL BASE ANF&ENA,PDL BASE ANF&ENA,2026-12-04,2026-12-04,8.0,1,OK,PROF_DEV_STUDY,0,,,,Occupational Therapist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,57.6,0.758,HSUWA PACTS IND AGMT,,SU0325,2026-07-08,2026-11-06,73.852538,80.399063,0,false,76,
SYN006395,Booked Leave,Future,LL,ANN LVE IN LIEU L LDG,AL IN LIEU OF LVE LDG,2026-12-04,2026-12-04,7.6,1,OK,ANNUAL,0,,,,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,80.0,1.053,EN NSE & NUR ASS (76),,SU0301,2026-07-13,2026-11-13,45.0,0.0,0,false,76,
SYN000922,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-12-04,2026-12-04,8.44,1,OK,LONG_SERVICE,0,,,,Resident Medical Officer,RESIDENT MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2026-12-27,SU0139,2026-06-01,2026-10-01,98.122388,74.859712,0,false,76,false
SYN007766,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,10.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",2028-04-02,SU0383,2026-05-25,2026-09-25,56.0179,64.0,0,false,76,false
SYN007035,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-12-04,2026-12-04,10.0,1,OK,PROF_DEV_STUDY,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",,SU0072,2026-07-15,2026-10-09,61.344471,169.083424,0,false,76,
SYN001842,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-04,2026-12-04,7.6,1,OK,ANNUAL,0,,,,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",,SU0333,2026-06-09,2026-10-09,87.70519999999999,98.8,0,false,76,
SYN008094,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-04,2026-12-04,8.0,1,OK,ANNUAL,0,,,,Social Worker,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2026-12-06,SU0429,2026-07-27,2026-09-11,140.343309,22.786087,0,false,76,false
SYN001397,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Medical Officer,SUPERVISED MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-07-03,SU0467,2026-05-18,2026-09-04,63.337616,121.104284,0,false,76,false
SYN002056,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-04,2026-12-04,8.0,1,OK,ANNUAL,0,,,,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",,SU0084,2026-05-28,2026-09-13,114.175915,111.986984,0,false,76,
SYN009516,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Physiotherapist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2027-01-24,SU0308,2026-05-20,2026-09-18,126.491497,0.0,0,false,76,false
SYN000665,Booked Leave,Future,AD,ACCRUED DAY OFF,ADO,2026-12-04,2026-12-06,24.0,3,OK,ADO_TOIL_ONCALL,0,,,,Geriatric Medicine Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-02-28,SU0052,2026-07-13,2026-11-13,181.667709,80.125287,0,false,76,false
SYN009531,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,10.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,FIXED TERM,ANF,36.0,0.474,"ANF - RN, EN(MH) IND AGR",2027-02-07,SU0383,2026-05-18,2026-09-18,184.587497,0.0,0,false,76,false
SYN007569,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,30.4,0.4,"ANF - RN, EN(MH) IND AGR",,SU0430,2026-07-27,2026-08-28,203.798798,0.0,0,false,76,
SYN006463,Booked Leave,Future,XP,PUB/HOLIDAY (OBSERVED),PUBLIC HOLIDAY (OBSERVED),2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Clinical Psychologist,HSU PROF DIV L5,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,,SU0429,2026-05-25,2026-09-27,429.31176,172.40702599999997,0,false,76,
SYN009143,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-12-04,2026-12-04,10.0,1,OK,LONG_SERVICE,0,,,,Psychiatry Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRAC (SNR FT) IND AGR,2028-12-01,SU0383,2026-07-06,2026-11-07,96.851799,0.0,0,false,76,false
SYN004109,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-12-04,2026-12-06,8.0,3,OK,PROF_DEV_STUDY,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",,SU0467,2026-07-07,2026-11-06,72.4177,0.0,0,false,76,
SYN009088,Booked Leave,Future,XP,PUB/HOLIDAY (OBSERVED),PUBLIC HOLIDAY (OBSERVED),2026-12-04,2026-12-07,15.2,4,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Technical Clinician,HSU GEN DIV L3,SUPPORT_OTHER,MEDICAL SUPPORT,FIXED TERM,HSUWA,15.2,0.2,HSUWA PACTS IND AGMT,2026-10-25,SU0384,2026-05-25,2026-09-11,191.273,76.0,0,false,76,true
SYN008287,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-05,8.0,2,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Enrolled Nurse,ENROLLED NURSE GRADUATE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,80.0,1.053,EN NSE & NUR ASS (76),,SU0427,2026-05-25,2026-09-25,31.2068,120.909128,0,false,76,
SYN003868,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2027-01-31,SU0439,2026-05-25,2026-09-25,93.09929600000001,0.0,0,false,76,false
SYN008468,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-04,2026-12-04,7.6,1,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2027-03-14,SU0316,2026-07-10,2026-11-06,236.193197,0.0,1,false,76,false
SYN007617,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-12-04,2026-12-04,7.6,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Physiotherapist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,,SU0367,2026-06-22,2026-10-23,0.0,90.001195,0,false,76,
SYN004762,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,7.6,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,76.0,1.0,"ANF - RN, EN(MH) IND AGR",,SU0363,2026-05-25,2026-08-28,170.9498,0.0,0,false,76,
SYN001872,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-12-04,2026-12-04,8.0,1,OK,PROF_DEV_STUDY,0,,,,Other Ancillary Services Clinician,HSU GEN DIV L4,SUPPORT_OTHER,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,2027-03-14,SU0342,2026-07-07,2026-11-06,179.927579,111.687315,0,false,76,false
SYN001277,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Resident Medical Officer,RESIDENT MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2028-12-17,SU0156,2026-05-18,2026-08-22,0.0,125.106917,0,false,76,false
SYN005903,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Technical Clinician,HSU GEN DIV L3,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0084,2026-05-25,2026-08-28,272.130494,0.0,0,false,76,
SYN008174,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-05,7.6,2,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2027-07-18,SU0114,2026-05-25,2026-09-25,109.340992,0.0,0,false,76,false
SYN007456,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-04,2026-12-13,41.02,10,OK,ANNUAL,0,,,,Social Worker,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2027-01-17,SU0383,2026-07-07,2026-10-09,185.121,0.0,0,false,76,false
SYN007956,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",2027-09-08,SU0376,2026-07-13,2026-11-12,0.0,80.0,0,false,76,false
SYN002752,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Technical Clinician,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,22.8,0.3,HSUWA PACTS IND AGMT,2026-08-30,SU0459,2026-05-18,2026-09-18,307.77968899999996,149.998707,0,false,76,true
SYN006340,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-04,2026-12-20,83.54,17,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",,SU0265,2026-06-01,2026-10-02,161.6074,418.0,1,false,76,
SYN004368,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,7.6,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",,SU0107,2026-05-18,2026-08-21,190.798894,24.972462,0,false,76,
SYN002837,Booked Leave,Future,PH,PUB/HOLIDAY ON A/L,PUBLIC HOLIDAY ON A/LEAVE,2026-12-04,2026-12-04,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Pharmacist,HSU PROF DIV L3,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0453,2026-05-18,2026-08-21,23.102922,16.140678,0,false,76,
SYN004021,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-04,2026-12-04,10.0,1,OK,ANNUAL,0,,,,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,45.0,0.592,EN NSE & NUR ASS (76),,SU0069,2026-08-31,2026-10-16,13.8456,0.0,0,false,76,
SYN005088,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-13,38.0,9,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",,SU0373,2026-05-18,2026-09-17,169.499442,106.732553,0,false,77,
SYN006093,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-27,113.98,23,OK,ANNUAL,0,,,,Social Worker,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,45.6,0.6,HSUWA PACTS IND AGMT,2026-10-07,SU0109,2026-06-22,2026-10-23,137.102197,0.0,0,false,77,true
SYN009301,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-09,24.0,5,OK,ANNUAL,0,,,,Medical Officer,GENERAL SURGEON,MED_SENIOR,MEDICAL,PERMANENT,AMA,40.0,0.5,MED GENERAL SURGEON(80HR),,SU0428,2026-07-06,2026-11-06,80.7003,0.0,0,false,77,
SYN001277,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-12-05,2026-12-28,121.54,24,OK,LONG_SERVICE,0,,,,Resident Medical Officer,RESIDENT MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2028-12-17,SU0156,2026-05-18,2026-08-22,0.0,125.106917,0,false,77,false
SYN002816,Booked Leave,Future,DL,MED PRACT AL ADDIT LVE,MED PRACT AL ADDIT LVE,2026-12-05,2026-12-07,8.0,3,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",,SU0438,2026-06-16,2026-09-19,489.17950399999995,96.374883,1,false,77,
SYN005827,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-12-05,2026-12-07,24.0,3,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",,SU0377,2026-05-28,2026-09-25,83.688298,0.0,0,false,77,
SYN001178,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-26,68.76,22,OK,ANNUAL,0,,,,Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-06-03,SU0041,2026-05-20,2026-09-20,12.2416,0.0,0,false,77,false
SYN006268,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-13,40.0,9,OK,ANNUAL,0,,,,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",2026-12-13,SU0383,2026-05-18,2026-09-17,125.310298,0.0,0,false,77,false
SYN009244,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-13,40.0,9,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2026-09-13,SU0451,2026-05-18,2026-08-21,1.538,67.908463,0,false,77,true
SYN007740,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-27,63.52,23,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,PERMANENT,ANF,16.0,0.211,"ANF - RN, EN(MH) IND AGR",2026-08-23,SU0420,2026-05-18,2026-08-20,187.5756,40.0,0,false,77,true
SYN002837,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-09,24.0,5,OK,ANNUAL,0,,,,Pharmacist,HSU PROF DIV L3,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0453,2026-05-18,2026-08-21,23.102922,16.140678,0,false,77,
SYN000738,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-12-05,2026-12-13,22.8,9,OK,LONG_SERVICE,0,,,,Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-01-03,SU0321,2026-05-20,2026-09-17,27.2901,0.0,0,false,77,false
SYN009516,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-12-05,2026-12-13,37.99,9,OK,LONG_SERVICE,0,,,,Physiotherapist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2027-01-24,SU0308,2026-05-20,2026-09-18,126.491497,0.0,0,false,77,false
SYN003129,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-10,30.4,6,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,32.0,0.421,"ANF - RN, EN(MH) IND AGR",2026-10-11,SU0107,2026-06-01,2026-10-02,81.54,16.0,0,false,77,true
SYN001335,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2027-01-05,182.41,32,OK,ANNUAL,0,,,,Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2028-01-23,SU0019,2026-06-06,2026-09-27,13.7902,0.0,0,false,77,false
SYN005900,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-15,56.0,11,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,56.0,0.737,WA HEALTH MIDWIFERY AGMT,2026-10-20,SU0459,2026-06-15,2026-10-02,2.63,0.0,0,false,77,true
SYN001921,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-05,11.96,1,OK,ANNUAL,0,,,,Medical Imaging Technologist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0185,2026-06-02,2026-09-05,36.028499,0.0,0,false,77,
SYN003461,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2027-01-05,161.93,32,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,16.0,0.211,"ANF - RN, EN(MH) IND AGR",2026-09-27,SU0313,2026-06-08,2026-10-08,62.0,40.0,0,false,77,true
SYN009183,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-18,45.67,14,OK,ANNUAL,0,,,,Physiotherapist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2026-09-13,SU0472,2026-05-19,2026-09-18,237.338331,25.183461,1,false,77,true
SYN004249,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2027-01-03,152.0,30,OK,ANNUAL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",,SU0109,2026-07-06,2026-11-06,437.222392,0.0,1,false,77,
SYN002968,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-05,7.6,1,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,27.0,0.355,"ANF - RN, EN(MH) IND AGR",,SU0367,2026-07-06,2026-11-06,73.0269,0.0,0,false,77,
SYN004368,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-18,76.0,14,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",,SU0107,2026-05-18,2026-08-21,190.798894,24.972462,0,false,77,
SYN002752,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-05,2026-12-13,56.0,9,OK,ANNUAL,0,,,,Technical Clinician,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,22.8,0.3,HSUWA PACTS IND AGMT,2026-08-30,SU0459,2026-05-18,2026-09-18,307.77968899999996,149.998707,0,false,77,true
SYN006520,Booked Leave,Future,LL,ANN LVE IN LIEU L LDG,AL IN LIEU OF LVE LDG,2026-12-06,2026-12-13,25.82,8,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",,SU0126,2026-07-13,2026-11-15,151.7083,0.0,0,false,78,
SYN004098,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-12-06,2026-12-07,7.36,2,OK,ANNUAL,0,,,,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",,SU0379,2026-07-06,2026-11-06,170.1032,0.0,0,false,78,
